Add-104 0.04565 0.04797
Add-108 0.04646 0.04935
Add-116 0.01634 0.01465
Add-120 0.04661 0.04746
Add-128 0.04615 0.04778
Add-132 0.04647 0.04777
Add-140 0.04605 0.0462
Add-144 0.04547 0.04455
Add-152 0.01438 0.01525
Add-156 0.04483 0.04513
Add-166 0.01678 0.01505
Add-17 0.51141 0.55852
Add-170 0.04563 0.0452
Add-178 0.04812 0.04541
Add-182 0.04819 0.04585
Add-191 0.04575 0.0459
Add-195 0.04627 0.04554
Add-203 0.03791 0.04608
Add-207 0.01492 0.01441
Add-21 0.51023 0.56243
Add-215 0.04496 0.04573
Add-219 0.04745 0.0451
Add-228 0.01475 0.01465
Add-232 0.04652 0.03957
Add-30 0.07743 0.08561
Add-34 0.07558 0.09553
Add-42 0.07551 0.08008
Add-46 0.07776 0.08075
Add-5 0.27369 0.29981
Add-54 0.1988 0.19852
Add-58 0.20169 0.20187
Add-67 0.0474 0.04538
Add-71 0.04752 0.04832
Add-79 0.04326 0.04099
Add-83 0.0232 0.02421
Add-9 0.26562 0.3013
Add-91 0.04937 0.06805
Add-95 0.04945 0.05152
Conv2D-111 0.0407 0.04815
Conv2D-12 0.26191 0.56897
Conv2D-123 0.04687 0.04693
Conv2D-135 0.01756 0.01562
Conv2D-147 0.04865 0.0475
Conv2D-161 0.0157 0.0312
Conv2D-173 0.04033 0.06251
Conv2D-186 0.04915 0.04596
Conv2D-198 0.04781 0.04632
Conv2D-210 0.03956 0.04616
Conv2D-25 0.11506 0.08163
Conv2D-37 0.0712 0.08196
Conv2D-49 0.07095 0.19945
Conv2D-62 0.04964 0.04825
Conv2D-74 0.04033 0.04873
Conv2D-86 0.0468 0.0501
Conv2D-99 0.02189 0.04833
DepthwiseConv2D-0 0.04231 0.30122
FullyConnected-223 0.04714 0.04644
FullyConnected-236 0.04764 0.04698
MaxPooling-24 0.51447 0.12607
MaxPooling-61 0.20353 0.05111
MaxPooling-98 0.0502 0.04629
MeanPooling-159 0.04548 0.04658
MeanPooling-222 0.04705 0.04425
Mul-10 0.26629 0.30255
Mul-106 0.0471 0.04572
Mul-107 0.04735 0.04554
Mul-109 0.04015 0.04684
Mul-118 0.04075 0.04694
Mul-119 0.0495 0.04869
Mul-121 0.01843 0.0146
Mul-130 0.04659 0.04583
Mul-131 0.04125 0.04728
Mul-133 0.04579 0.04205
Mul-142 0.04884 0.04603
Mul-143 0.04837 0.04549
Mul-145 0.04736 0.04673
Mul-154 0.01515 0.01557
Mul-155 0.04092 0.04642
Mul-157 0.0468 0.0466
Mul-168 0.04088 0.04434
Mul-169 0.03948 0.04407
Mul-171 0.04596 0.04459
Mul-180 0.04668 0.04471
Mul-181 0.0396 0.04499
Mul-183 0.04691 0.04448
Mul-19 0.51437 0.56722
Mul-193 0.04614 0.04426
Mul-194 0.04643 0.0444
Mul-196 0.04716 0.04617
Mul-20 0.51389 0.56939
Mul-205 0.01502 0.01431
Mul-206 0.04548 0.04487
Mul-208 0.04731 0.04602
Mul-217 0.046 0.04492
Mul-218 0.03918 0.04722
Mul-22 0.5197 0.57222
Mul-220 0.04693 0.04529
Mul-230 0.0454 0.04452
Mul-231 0.04824 0.04708
Mul-233 0.01441 0.0151
Mul-32 0.07672 0.08215
Mul-33 0.07598 0.07722
Mul-35 0.07371 0.08426
Mul-44 0.07006 0.07616
Mul-45 0.06494 0.07381
Mul-47 0.06559 0.07695
Mul-56 0.20821 0.20383
Mul-57 0.20411 0.20341
Mul-59 0.20478 0.2061
Mul-69 0.04831 0.04687
Mul-7 0.26861 0.30318
Mul-70 0.02682 0.02733
Mul-72 0.04861 0.04773
Mul-8 0.27592 0.29913
Mul-81 0.02475 0.04739
Mul-82 0.04148 0.04723
Mul-84 0.04145 0.04757
Mul-93 0.04931 0.04886
Mul-94 0.03807 0.03527
Mul-96 0.05103 0.05177
Neg-102 0.0398 0.0461
Neg-114 0.04243 0.04698
Neg-126 0.04064 0.04547
Neg-138 0.03948 0.04591
Neg-15 0.51707 0.56787
Neg-150 0.03998 0.04501
Neg-164 0.04139 0.04723
Neg-176 0.04108 0.04409
Neg-189 0.0158 0.01547
Neg-201 0.03915 0.04586
Neg-213 0.04103 0.04513
Neg-226 0.03982 0.0461
Neg-28 0.07239 0.07929
Neg-3 0.27134 0.30128
Neg-40 0.06671 0.07946
Neg-52 0.20038 0.19877
Neg-65 0.04077 0.04645
Neg-77 0.04057 0.0475
Neg-89 0.04177 0.04705
Pad-160 0.04109 0.04755
Pad-185 0.04817 0.04615
Relu-1 0.26857 0.29619
Relu-100 0.04754 0.04639
Relu-101 0.04134 0.05545
Relu-103 0.03962 0.0452
Relu-112 0.04131 0.04832
Relu-113 0.04076 0.04902
Relu-115 0.04808 0.04512
Relu-124 0.01753 0.04235
Relu-125 0.01767 0.01525
Relu-127 0.04702 0.04582
Relu-13 0.51369 0.56912
Relu-136 0.04838 0.04686
Relu-137 0.0396 0.0463
Relu-139 0.03923 0.04631
Relu-14 0.51439 0.56519
Relu-148 0.01581 0.01505
Relu-149 0.04033 0.0449
Relu-151 0.04686 0.0466
Relu-16 0.50922 0.57397
Relu-162 0.04166 0.04613
Relu-163 0.04055 0.04451
Relu-165 0.0151 0.0142
Relu-174 0.05235 0.05533
Relu-175 0.01517 0.01452
Relu-177 0.04828 0.04594
Relu-187 0.01507 0.01413
Relu-188 0.0398 0.04458
Relu-190 0.05038 0.04598
Relu-199 0.04753 0.04294
Relu-2 0.27135 0.29423
